178.211.139.123 - - [17/May/2025:01:39:03 +0000] "GET / HTTP/1.1" 404 187 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
203.12.10.132 - - [17/May/2025:07:07:21 +0000] "GET / HTTP/1.1" 200 1304 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:08:59 +0000] "GET / HTTP/1.1" 200 1306 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:09:05 +0000] "GET / HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:09:06 +0000] "GET / HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:09:07 +0000] "GET / HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
64.62.156.89 - - [17/May/2025:07:09:16 +0000] "GET /favicon.ico HTTP/1.1" 404 187 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.156 Not(A:Brand/24 YaBrowser/24.4.1.899 Yowser/2.5  Safari/537.36"
64.62.156.93 - - [17/May/2025:07:10:28 +0000] "GET / HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
185.242.226.88 - - [17/May/2025:07:16:13 +0000] "GET / HTTP/1.1" 200 1306 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36"
64.62.156.91 - - [17/May/2025:07:16:39 +0000] "GET /geoserver/web/ HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0"
64.62.156.80 - - [17/May/2025:07:18:42 +0000] "GET /.git/config HTTP/1.1" 200 264 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0"
203.12.10.132 - - [17/May/2025:07:20:50 +0000] "GET / HTTP/1.1" 200 1306 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:20:51 +0000] "GET / HTTP/1.1" 200 1306 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:21:54 +0000] "GET / HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:21:55 +0000] "GET / HTTP/1.1" 200 1306 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:21:56 +0000] "GET / HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:21:56 +0000] "GET / HTTP/1.1" 200 1305 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:21:56 +0000] "GET / HTTP/1.1" 200 1306 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:23:06 +0000] "GET /about.php HTTP/1.1" 200 899 "https://chatgpt.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:24:33 +0000] "GET /enterprise.php HTTP/1.1" 200 814 "https://chatgpt.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:24:58 +0000] "GET / HTTP/1.1" 200 1306 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
185.189.182.234 - - [17/May/2025:07:26:55 +0000] "GET / HTTP/1.1" 400 157 "-" "-"
203.12.10.132 - - [17/May/2025:07:28:36 +0000] "GET / HTTP/1.1" 200 1667 "https://chatgpt.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
203.12.10.132 - - [17/May/2025:07:28:51 +0000] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 125 "-" "com.apple.WebKit.Networking/20621.1.15.11.10 Network/4277.101.3 macOS/15.4.1"
203.12.10.132 - - [17/May/2025:07:28:52 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "com.apple.WebKit.Networking/20621.1.15.11.10 Network/4277.101.3 macOS/15.4.1"
203.12.10.132 - - [17/May/2025:07:28:52 +0000] "GET /apple-touch-icon.png HTTP/1.1" 404 125 "-" "com.apple.WebKit.Networking/20621.1.15.11.10 Network/4277.101.3 macOS/15.4.1"
203.12.10.132 - - [17/May/2025:07:29:04 +0000] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 125 "-" "com.apple.WebKit.Networking/20621.1.15.11.10 Network/4277.101.3 macOS/15.4.1"
203.12.10.132 - - [17/May/2025:07:29:04 +0000] "GET /apple-touch-icon.png HTTP/1.1" 404 125 "-" "com.apple.WebKit.Networking/20621.1.15.11.10 Network/4277.101.3 macOS/15.4.1"
203.12.10.132 - - [17/May/2025:07:29:04 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "com.apple.WebKit.Networking/20621.1.15.11.10 Network/4277.101.3 macOS/15.4.1"
199.45.155.98 - - [17/May/2025:07:30:43 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
199.45.155.98 - - [17/May/2025:07:30:46 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
199.45.155.98 - - [17/May/2025:07:31:04 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
203.12.10.132 - - [17/May/2025:07:31:35 +0000] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 125 "-" "com.apple.WebKit.Networking/20621.1.15.11.10 Network/4277.101.3 macOS/15.4.1"
203.12.10.132 - - [17/May/2025:07:31:35 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "com.apple.WebKit.Networking/20621.1.15.11.10 Network/4277.101.3 macOS/15.4.1"
203.12.10.132 - - [17/May/2025:07:31:35 +0000] "GET /apple-touch-icon.png HTTP/1.1" 404 125 "-" "com.apple.WebKit.Networking/20621.1.15.11.10 Network/4277.101.3 macOS/15.4.1"
89.190.159.132 - - [17/May/2025:07:43:43 +0000] "\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00" 400 157 "-" "-"
154.28.229.243 - - [17/May/2025:07:51:13 +0000] "GET / HTTP/1.1" 200 1666 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
154.28.229.241 - - [17/May/2025:07:51:13 +0000] "GET / HTTP/1.1" 200 1666 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
154.28.229.243 - - [17/May/2025:07:54:01 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
44.245.97.69 - - [17/May/2025:08:26:39 +0000] "GET / HTTP/1.1" 200 1667 "http://ww2.ktp.digital" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
44.245.97.69 - - [17/May/2025:08:26:39 +0000] "GET / HTTP/1.1" 200 1667 "http://ww2.ktp.digital" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.19582"
93.123.109.228 - - [17/May/2025:09:08:17 +0000] "GET / HTTP/1.1" 400 157 "-" "-"
93.123.109.228 - - [17/May/2025:09:08:23 +0000] "GET / HTTP/1.1" 200 3922 "-" "l9tcpid/v1.1.0"
93.123.109.228 - - [17/May/2025:09:08:24 +0000] "GET /.env.testing HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:25 +0000] "GET /config.json HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:25 +0000] "GET /.env.bak HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:26 +0000] "GET /.env.development.local HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:27 +0000] "GET /.env.live HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:28 +0000] "GET /media../.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:29 +0000] "GET /project/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:29 +0000] "GET /.env.backup HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:30 +0000] "GET /.env.config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:31 +0000] "GET /.env.staging.local HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:32 +0000] "GET /.env.production.local HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:33 +0000] "GET /.env.sandbox HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:34 +0000] "GET /media/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:34 +0000] "GET /.env.prod HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:35 +0000] "GET /prod/.env HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:36 +0000] "GET /.env.template HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:37 +0000] "GET /server/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:38 +0000] "GET /src/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:39 +0000] "GET /.env.default HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:40 +0000] "GET /.env.local HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:40 +0000] "GET /.env.save HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:41 +0000] "GET /config/.env HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:42 +0000] "GET /cms/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:43 +0000] "GET /core/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:44 +0000] "GET /public/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:45 +0000] "GET /admin/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:46 +0000] "GET /.aws/credentials HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:47 +0000] "GET /.env.dev.local HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:48 +0000] "GET /.env.production HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:49 +0000] "GET /.git/config HTTP/1.1" 200 264 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:49 +0000] "GET /config/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:50 +0000] "GET /.env.uat HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:51 +0000] "GET /.env.dev HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:52 +0000] "GET /.env_sample HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:53 +0000] "GET /backup/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:53 +0000] "GET /data/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:54 +0000] "GET /.env.ci HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:55 +0000] "GET /assets../.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:56 +0000] "GET /.env.dist HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:57 +0000] "GET /.env.preprod HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:58 +0000] "GET /.env.secret HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:58 +0000] "GET /app/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:08:59 +0000] "GET /.env.stage HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:00 +0000] "GET /files/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:01 +0000] "GET /api/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:02 +0000] "GET /dev/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:03 +0000] "GET /docker-compose.prod.yml HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:03 +0000] "GET /.env HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:04 +0000] "GET /build/.env HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:05 +0000] "GET /.env.test HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:06 +0000] "GET /static../.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:07 +0000] "GET /configuration/.env HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:08 +0000] "GET /www/.git/config HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:09 +0000] "GET /api/.env HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
93.123.109.228 - - [17/May/2025:09:09:10 +0000] "GET /settings/.env HTTP/1.1" 404 125 "-" "l9explore/1.2.2"
167.94.138.194 - - [17/May/2025:09:18:13 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.194 - - [17/May/2025:09:18:15 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.194 - - [17/May/2025:09:18:41 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
146.75.154.204 - - [17/May/2025:09:36:43 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1"
146.75.154.204 - - [17/May/2025:09:36:45 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "https://ww2.ktp.digital/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1"
91.84.87.137 - - [17/May/2025:10:17:03 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
34.211.36.114 - - [17/May/2025:10:34:21 +0000] "GET / HTTP/1.1" 200 1666 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.19582"
34.211.36.114 - - [17/May/2025:10:34:35 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
20.163.20.206 - - [17/May/2025:11:04:13 +0000] "GET /developmentserver/metadatauploader HTTP/1.1" 404 125 "-" "Mozilla/5.0 zgrab/0.x"
34.34.17.27 - - [17/May/2025:12:15:47 +0000] "GET / HTTP/1.1" 200 1667 "-" "Scrapy/2.12.0 (+https://scrapy.org)"
44.220.188.87 - - [17/May/2025:13:19:55 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (Windows NT 6.2;en-US) AppleWebKit/537.32.36 (KHTML, live Gecko) Chrome/57.0.3048.74 Safari/537.32"
134.199.149.50 - - [17/May/2025:14:19:16 +0000] "GET /.env HTTP/1.1" 404 125 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);"
134.199.149.50 - - [17/May/2025:14:19:16 +0000] "GET /.env HTTP/1.1" 400 255 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);"
134.199.149.50 - - [17/May/2025:14:19:16 +0000] "GET /.git/config HTTP/1.1" 200 264 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);"
134.199.149.50 - - [17/May/2025:14:19:16 +0000] "GET /.git/config HTTP/1.1" 400 255 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);"
3.143.33.63 - - [17/May/2025:15:09:54 +0000] "" 400 0 "-" "-"
179.43.191.19 - - [17/May/2025:16:39:27 +0000] "GET / HTTP/1.1" 200 3922 "-" "-"
206.168.34.208 - - [17/May/2025:18:01:46 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.208 - - [17/May/2025:18:01:48 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.208 - - [17/May/2025:18:02:12 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
94.102.49.155 - - [17/May/2025:18:14:31 +0000] "GET / HTTP/1.1" 400 157 "-" "-"
133.242.174.119 - - [17/May/2025:19:11:32 +0000] "GET /robots.txt HTTP/1.1" 404 187 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
133.242.174.119 - - [17/May/2025:19:11:32 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
20.169.105.0 - - [17/May/2025:19:26:44 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 zgrab/0.x"
185.242.226.88 - - [17/May/2025:20:07:51 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36"
79.124.58.198 - - [17/May/2025:23:27:33 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
103.224.53.7 - - [18/May/2025:00:08:18 +0000] "GET / HTTP/1.1" 200 1667 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1"
103.224.53.7 - - [18/May/2025:00:08:19 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "https://ww2.ktp.digital/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1"
103.224.53.7 - - [18/May/2025:00:08:19 +0000] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:00:08:19 +0000] "GET /apple-touch-icon.png HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:00:08:19 +0000] "GET /favicon.ico HTTP/1.1" 404 125 "-" "NetworkingExtension/8621.1.15.10.7 Network/4277.102.4 iOS/18.4.1"
103.224.53.7 - - [18/May/2025:00:14:02 +0000] "GET / HTTP/1.1" 200 1667 "https://chatgpt.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
20.62.193.105 - - [18/May/2025:00:18:40 +0000] "GET / HTTP/1.1" 400 255 "-" "Mozilla/5.0 zgrab/0.x"
79.124.58.198 - - [18/May/2025:00:24:55 +0000] "POST /Autodiscover/Autodiscover.xml HTTP/1.1" 404 187 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
103.224.53.7 - - [18/May/2025:00:34:14 +0000] "GET / HTTP/1.1" 200 1666 "https://chatgpt.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
66.96.86.109 - - [18/May/2025:00:36:35 +0000] "GET / HTTP/1.1" 200 3922 "-" "curl/7.88.1"
103.224.53.7 - - [18/May/2025:00:39:10 +0000] "GET / HTTP/1.1" 200 1668 "https://chatgpt.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
66.96.86.109 - - [18/May/2025:00:40:36 +0000] "GET / HTTP/1.1" 200 3922 "-" "curl/7.88.1"
35.203.211.201 - - [18/May/2025:00:42:20 +0000] "GET / HTTP/1.1" 200 1667 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
103.224.53.7 - - [18/May/2025:00:43:07 +0000] "GET / HTTP/1.1" 200 1668 "https://chatgpt.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
79.124.58.198 - - [18/May/2025:00:43:46 +0000] "POST /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 187 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
103.224.53.7 - - [18/May/2025:00:44:24 +0000] "GET / HTTP/1.1" 200 1880 "https://chatgpt.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:00:44:31 +0000] "GET /about.php HTTP/1.1" 200 1101 "https://ww2.ktp.digital/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:00:44:33 +0000] "GET /contact.php HTTP/1.1" 200 913 "https://ww2.ktp.digital/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:00:44:37 +0000] "GET /enterprise.php HTTP/1.1" 200 1027 "https://ww2.ktp.digital/contact.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
103.224.53.7 - - [18/May/2025:00:44:40 +0000] "GET /smallbiz.php HTTP/1.1" 200 976 "https://ww2.ktp.digital/enterprise.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15"
